DRAW,DATE,GAME,AB1,AB2,AB3,AB4,AB5,AB6,BB,WIN1,DIV1,WIN2,DIV2,WIN3,DIV3,WIN4,DIV4,WIN5,DIV5,WIN6,DIV6,WIN7,DIV7,WIN8,DIV8,OB1,OB2,OB3,OB4,OB5,OB6
1642,2016-09-21,LOTTO,37,23,46,48,28,22,11,0,0.00,0,0.00,44,12936.80,121,3897.10,2124,202.10,3460,126.80,43429,50.00,0,0.00,22,23,28,37,46,48
1643,2016-09-24,LOTTO,8,35,10,33,17,20,49,0,0.00,1,346880.80,89,3221.00,155,3386.10,37947,120.10,4709,103.70,71801,50.00,0,0.00,8,10,17,20,33,35
1644,2016-09-28,LOTTO,23,31,16,30,45,9,19,0,0.00,0,0.00,69,8998.30,190,2707.20,3312,141.30,4614,103.60,55344,50.00,0,0.00,9,16,23,30,31,45
1645,2016-10-01,LOTTO,32,26,3,39,4,37,35,0,0.00,3,147068.60,54,6752.30,198,3371.50,3864,157.10,5372,115.60,77026,50.00,0,0.00,3,4,26,32,37,39
1646,2016-10-05,LOTTO,17,15,25,7,40,31,47,1,25196368.70,2,179606.40,99,2998.60,192,2830.80,4544,108.80,4897,103.20,75139,50.00,0,0.00,7,15,17,25,31,40
1647,2016-10-08,LOTTO,14,39,40,38,1,48,45,0,0.00,2,195251.90,47,6866.30,110,5371.40,2761,194.70,3540,155.20,50129,50.00,0,0.00,1,14,38,39,40,48
1648,2016-10-12,LOTTO,18,36,5,32,48,14,23,0,0.00,1,277419.10,44,5210.60,165,2544.00,2443,156.30,3925,99.50,43665,50.00,0,0.00,5,14,18,32,36,48
1649,2016-10-15,LOTTO,8,17,34,23,22,49,37,0,0.00,2,171369.70,79,3585.40,182,2849.30,3605,130.90,4826,99.90,64399,50.00,0,0.00,8,17,22,23,34,49
1650,2016-10-19,LOTTO,41,26,23,1,45,39,34,0,0.00,0,0.00,42,12927.80,113,3980.60,1886,216.90,3015,138.70,39249,50.00,0,0.00,1,23,26,39,41,45
1651,2016-10-22,LOTTO,5,1,29,27,34,42,14,0,0.00,1,367073.30,53,5723.70,145,3830.40,2904,174.00,4065,127.10,55776,50.00,0,0.00,1,5,27,29,34,42
1652,2016-10-26,LOTTO,43,29,23,27,32,49,9,0,0.00,0,0.00,47,12396.30,156,3094.00,2735,160.50,4171,107.60,49376,50.00,0,0.00,23,27,29,32,43,49
1653,2016-10-29,LOTTO,47,33,17,40,11,41,18,0,0.00,0,0.00,67,11004.10,179,3412.20,4066,136.60,5032,112.90,73793,50.00,0,0.00,11,17,33,40,41,47
1654,2016-11-02,LOTTO,19,38,4,26,23,41,48,0,0.00,1,357320.80,79,3738.00,165,3276.60,3687,133.40,4424,113.60,63936,50.00,0,0.00,4,19,23,26,38,41
1655,2016-11-05,LOTTO,11,30,36,38,29,37,10,0,0.00,3,162629.90,58,6951.70,177,4170.70,3278,204.90,4932,139.20,68335,50.00,0,0.00,11,29,30,36,37,38
1656,2016-11-09,LOTTO,11,6,43,10,39,38,1,1,33341612.10,2,183121.20,57,5310.00,187,2963.30,3255,154.90,4771,108.00,60056,50.00,0,0.00,6,10,11,38,39,43
1657,2016-11-12,LOTTO,40,44,35,18,9,4,48,0,0.00,2,167273.70,66,4189.00,157,3224.10,3501,131.50,4246,1100.90,63104,50.00,0,0.00,4,9,18,35,40,44
1658,2016-11-16,LOTTO,36,8,25,11,46,24,47,1,5612203.70,0,0.00,41,12159.60,104,3971.20,2700,139.10,3089,124.30,48593,50.00,0,0.00,8,11,24,25,36,46
1659,2016-11-19,LOTTO,13,7,25,43,20,32,14,2,1462892.30,0,0.00,100,5784.40,128,3743.80,3658,119.20,3994,111.60,58146,50.00,0,0.00,7,13,20,25,32,43
1660,2016-11-23,LOTTO,38,5,40,39,1,41,12,1,2401708.10,1,259978.70,49,4384.80,108,3642.20,2386,149.90,2619,139.70,35862,50.00,0,0.00,1,5,38,39,40,41
1661,2016-11-26,LOTTO,9,7,22,24,43,48,23,0,0.00,2,172316.90,55,5178.40,176,2962.80,3305,143.50,4586,105.70,63958,50.00,0,0.00,7,9,22,24,43,48
1662,2016-11-30,LOTTO,7,10,32,5,3,23,38,0,0.00,1,261240.90,107,2017.70,170,2325.10,4744,75.80,4260,86.30,70700,50.00,0,0.00,3,5,7,10,23,32
1663,2016-12-03,LOTTO,39,21,27,18,46,2,41,0,0.00,0,0.00,81,8527.90,143,4001.70,3561,146.20,4035,131.90,62807,50.00,0,0.00,2,18,21,27,39,46
1664,2016-12-07,LOTTO,31,39,13,1,29,23,14,0,0.00,0,0.00,43,12591.60,104,4313.00,2707,150.70,3190,130.70,49062,50.00,0,0.00,1,13,23,29,31,39
1665,2016-12-10,LOTTO,43,34,15,12,46,3,32,0,0.00,2,190598.00,56,5625.50,107,5390.30,3279,160.00,4093,131.10,58456,50.00,0,0.00,3,12,15,34,43,46
1666,2016-12-14,LOTTO,8,9,27,39,20,21,32,0,0.00,2,186766.00,97,3182.40,216,2616.60,4202,122.40,5117,102.70,73857,50.00,0,0.00,8,9,20,21,27,39
1667,2016-12-17,LOTTO,47,22,12,34,38,40,9,0,0.00,2,223127.60,92,4008.60,203,3326.10,4026,152.50,5187,121.10,71485,50.00,0,0.00,12,22,34,38,40,47
1668,2016-12-21,LOTTO,33,11,29,34,40,36,16,0,0.00,2,189640.20,60,5224.20,150,3825.90,3662,142.60,5178,103.00,66372,50.00,0,0.00,11,29,33,34,36,40
1669,2016-12-24,LOTTO,11,30,32,33,23,14,39,2,15414643.20,3,158800.30,109,3612.00,196,3677.60,4520,145.00,5951,112.70,86238,50.00,0,0.00,11,14,23,30,32,33
1670,2016-12-28,LOTTO,27,43,4,39,45,49,47,0,0.00,0,0.00,47,10800.60,203,2071.60,2284,167.60,3958,98.70,42176,50.00,0,0.00,4,27,39,43,45,49
1671,2016-12-31,LOTTO,21,49,13,9,48,24,36,1,5881598.60,1,358729.70,52,5701.20,211,2572.40,3226,153.00,4438,113.80,59737,50.00,0,0.00,9,13,21,24,48,49
1672,2017-01-04,LOTTO,29,5,20,41,6,43,15,1,2679555.30,0,0.00,54,9810.40,108,4063.70,1975,202.20,3114,131.00,40274,50.00,0,0.00,5,6,20,29,41,43
1673,2017-01-07,LOTTO,30,14,33,49,27,28,12,1,3077465.20,0,0.00,38,16011.40,122,4131.50,2665,172.00,3388,138.40,50246,50.00,0,0.00,14,27,28,30,33,49
1674,2017-01-11,LOTTO,30,46,47,10,6,36,31,0,0.00,1,258968.10,43,4977.10,107,3662.00,1982,179.90,2625,138.80,38367,50.00,0,0.00,6,10,30,36,46,47
1675,2017-01-14,LOTTO,35,3,30,14,16,26,7,0,0.00,3,118226.50,74,3961.00,224,2395.70,3147,155.10,5718,87.30,58187,50.00,0,0.00,3,14,16,26,30,35
1676,2017-01-18,LOTTO,32,27,23,12,4,28,33,0,0.00,0,0.00,49,9275.40,118,3190.90,2873,119.20,3621,96.60,48011,50.00,0,0.00,4,12,23,27,28,32
1677,2017-01-21,LOTTO,41,9,31,19,36,35,13,0,0.00,2,171727.70,46,6170.50,179,2903.20,3314,142.70,4719,102.00,61915,50.00,0,0.00,9,19,31,35,36,41
1678,2017-01-25,LOTTO,2,17,1,16,34,19,45,0,0.00,1,271567.10,68,3300.40,141,2914.10,3467,107.80,3479,109.90,58738,50.00,0,0.00,1,2,16,17,19,34
1679,2017-01-28,LOTTO,10,31,13,30,14,18,49,1,17484839.20,0,0.00,71,10680.00,142,4423.80,4122,1383.60,4607,126.80,76344,50.00,0,0.00,10,13,14,18,30,31
1680,2017-02-01,LOTTO,34,24,48,9,49,14,42,0,0.00,0,0.00,48,12252.10,162,3007.40,2980,148.70,3660,123.80,50574,50.00,0,0.00,9,14,24,34,48,49
1681,2017-02-04,LOTTO,7,19,13,38,41,39,27,0,0.00,2,184006.50,84,3620.60,262,2125.30,4073,124.40,6281,82.40,70827,50.00,0,0.00,7,13,19,38,39,41
1682,2017-02-08,LOTTO,28,32,24,23,5,48,46,0,0.00,0,0.00,40,13428.60,115,3869.40,2513,161.00,3012,137.50,47599,50.00,0,0.00,5,23,24,28,32,48
1683,2017-02-11,LOTTO,37,16,31,29,22,12,9,1,12456743.60,2,182153.80,77,3910.00,212,2600.10,3597,139.40,5133,99.80,63549,50.00,0,0.00,12,16,22,29,31,37
1684,2017-02-15,LOTTO,19,48,5,47,2,15,30,0,0.00,2,127644.80,43,4906.40,113,3418.30,2206,159.30,3023,118.90,44367,50.00,0,0.00,2,5,15,19,47,48
1685,2017-02-18,LOTTO,8,36,34,14,31,19,6,0,0.00,2,160597.10,60,4424.10,153,3176.30,3159,139.90,4364,103.60,57594,50.00,0,0.00,8,14,19,31,34,36
1686,2017-02-22,LOTTO,39,7,12,48,46,16,14,0,0.00,4,62475.60,41,5037.10,92,4110.00,2155,159.70,2758,127.40,40728,50.00,0,0.00,7,12,16,39,46,48
1687,2017-02-25,LOTTO,7,45,40,34,27,23,26,0,0.00,0,0.00,93,8906.10,177,3876.60,4776,130.70,5303,120.30,83063,50.00,0,0.00,7,23,27,34,40,45
1688,2017-03-01,LOTTO,44,4,41,43,40,34,6,0,0.00,0,0.00,81,9645.80,128,5056.70,4492,131.00,4510,133.50,67899,50.00,0,0.00,4,34,40,41,43,44
1689,2017-03-04,LOTTO,7,38,12,41,31,9,25,0,0.00,0,0.00,69,1167.20,205,3253.30,4252,142.70,5821,106.60,50934,50.00,0,0.00,7,9,12,31,38,41
1690,2017-03-08,LOTTO,19,20,38,44,11,17,35,0,0.00,1,329509.00,63,4322.40,157,3175.50,3857,117.60,4775,97.00,68990,50.00,0,0.00,11,17,19,20,38,44
1691,2017-03-11,LOTTO,18,9,46,24,27,34,1,0,0.00,0,0.00,112,7399.60,219,3135.00,4666,133.90,5751,111.10,82726,50.00,0,0.00,9,18,24,27,34,46
1692,2017-03-15,LOTTO,25,1,36,31,14,13,37,1,30676533.10,0,0.00,64,11100.00,197,2987.40,3780,141.60,5076,107.80,70484,50.00,0,0.00,1,13,14,25,31,36
1693,2017-03-18,LOTTO,5,2,49,7,20,13,21,0,0.00,3,129450.10,132,2431.40,251,2341.00,5762,92.70,6716,81.30,91602,50.00,0,0.00,2,5,7,13,20,49
1694,2017-03-22,LOTTO,35,5,22,7,17,25,49,1,5721912.20,4,57758.00,145,1316.70,205,1705.20,6078,52.40,4851,67.10,84250,50.00,0,0.00,5,7,17,22,25,35
1695,2017-03-25,LOTTO,25,5,24,9,19,1,17,1,3848511.70,9,46287.90,187,1841.10,521,1209.80,7660,74.80,11883,49.30,113611,50.00,0,0.00,1,5,9,19,24,25
1696,2017-03-29,LOTTO,11,28,29,13,18,31,40,0,0.00,4,95541.20,78,4049.00,174,3323.30,4285,122.80,4930,109.10,73451,50.00,0,0.00,11,13,18,28,29,31
1697,2017-04-01,LOTTO,23,24,47,31,3,35,2,0,0.00,3,194757.40,88,5487.00,241,3668.20,4933,163.00,6194,132.70,90494,50.00,0,0.00,3,23,24,31,35,47
1698,2017-04-05,LOTTO,8,43,26,11,6,35,27,0,0.00,1,430117.60,81,4388.40,198,3286.90,4168,142.00,5511,109.90,76369,50.00,0,0.00,6,8,11,26,35,43
1699,2017-04-08,LOTTO,34,27,22,44,8,9,1,0,0.00,2,265891.90,121,3632.00,283,2843.10,5929,123.50,7988,93.60,103643,50.00,0,0.00,8,9,22,27,34,44
1700,2017-04-12,LOTTO,15,26,6,43,20,18,37,0,0.00,2,199687.60,84,3929.20,238,2539.00,4132,133.00,5753,97.70,76229,50.00,0,0.00,6,15,18,20,26,43
1701,2017-04-15,LOTTO,35,38,23,27,49,14,21,0,0.00,4,119474.40,59,6694.00,183,3951.30,4104,160.30,5832,115.30,75206,50.00,0,0.00,14,23,27,35,38,49
1702,2017-04-19,LOTTO,20,35,13,48,26,39,22,0,0.00,1,425303.20,70,5021.20,233,2761.90,3633,161.10,5464,109.60,61991,50.00,0,0.00,13,20,26,35,39,48
1703,2017-04-22,LOTTO,23,38,26,47,18,3,22,1,34494651.00,1,503043.00,88,4724.10,227,3353.00,4918,140.80,6467,109.40,88251,50.00,0,0.00,3,18,23,26,38,47
1704,2017-04-26,LOTTO,9,48,13,35,47,2,31,0,0.00,1,338412.30,45,6215.00,93,5505.70,2627,177.20,3403,140.00,52029,50.00,0,0.00,2,9,13,35,47,48
1705,2017-04-29,LOTTO,1,7,29,43,47,22,45,0,0.00,5,82571.90,64,5331.20,152,4109.70,3783,150.20,4528,128.30,72126,50.00,0,0.00,1,7,22,29,43,47
1706,2017-05-03,LOTTO,24,37,9,16,11,30,49,0,0.00,4,81237.10,79,3399.30,154,3192.70,3846,116.30,3983,114.70,65448,50.00,0,0.00,9,11,16,24,30,37
1707,2017-05-06,LOTTO,4,9,2,30,48,32,35,1,13785355.20,2,208004.50,66,5209.00,162,3885.40,3649,156.90,5258,111.40,71739,50.00,0,0.00,2,4,9,30,32,48
1708,2017-05-10,LOTTO,26,43,41,5,19,44,33,0,0.00,1,302444.10,34,7351.40,125,3661.00,2395,173.90,3991,106.60,47833,50.00,0,0.00,5,19,26,41,43,44
1709,2017-05-13,LOTTO,26,8,10,32,9,22,17,0,0.00,0,0.00,57,10621.20,174,2882.40,3338,136.60,5124,91.00,62889,50.00,0,0.00,8,9,10,22,26,32
1710,2017-05-17,LOTTO,41,25,32,28,27,12,36,0,0.00,2,149226.60,30,8221.60,110,4105.20,2242,183.30,3391,123.90,43126,50.00,0,0.00,12,25,27,28,32,41
1711,2017-05-20,LOTTO,2,12,30,23,1,41,340,0,0.00,4,87998.70,66,4407.50,185,2878.90,3196,151.6,4343,114.00,60651,50.00,0,0.00,1,2,12,23,30,41
1712,2017-05-24,LOTTO,30,40,14,9,1,16,39,0,0.00,0,0.00,44,10792.30,113,3481.20,2738,130.70,3029,120.80,49019,50.00,0,0.00,1,9,14,16,30,40
1713,2017-05-27,LOTTO,11,6,21,10,39,47,17,0,0.00,0,0.00,88,8598.60,248,2527.60,3925,145.30,6642,87.80,69962,50.00,0,0.00,6,10,11,21,39,47
1714,2017-05-31,LOTTO,30,44,48,14,39,34,35,0,0.00,1,357596.00,44,6716.50,128,4227.10,2708,181.70,3543,141.90,50036,50.00,0,0.00,14,30,34,39,44,48
1715,2017-06-03,LOTTO,33,23,26,6,47,46,22,1,25475570.70,1,441413.90,63,5790.40,181,3690.00,3735,162.60,5071,122.50,68249,50.00,0,0.00,6,23,26,33,46,47
1716,2017-06-07,LOTTO,28,13,1,3,32,45,10,0,0.00,1,273073.70,46,4905.90,120,3443.10,2315,162.40,3704,103.70,48696,50.00,0,0.00,1,3,13,28,32,45
1717,2017-06-10,LOTTO,27,4,42,12,47,11,28,0,0.00,1,324478.30,43,6236.20,145,3385.90,3596,124.20,3831,119.20,62781,50.00,0,0.00,4,11,12,27,42,47
1718,2017-06-14,LOTTO,14,19,42,12,33,11,27,0,0.00,0,0.00,55,7933.10,172,2101.50,2872,114.50,5948,56.50,51013,50.00,0,0.00,11,12,14,19,33,42
1719,2017-06-17,LOTTO,15,31,22,34,36,7,38,0,0.00,0,0.00,78,7136.60,144,3202.40,3488,120.30,4142,103.60,62847,50.00,0,0.00,7,15,22,31,34,36
1720,2017-06-21,LOTTO,18,9,5,24,8,44,30,0,0.00,3,76580.70,50,3797.20,165,2106.80,3139,100.70,3587,90.10,53907,50.00,0,0.00,5,8,9,18,24,44
1721,2017-06-24,LOTTO,42,37,15,31,26,18,49,0,0.00,1,376873.60,75,4152.80,137,4162.20,3306,156.90,4056,130.70,58592,50.00,0,0.00,15,18,26,31,37,42
1722,2017-06-28,LOTTO,15,20,30,25,29,47,38,1,18894330.20,0,0.00,49,11086.10,130,3461.70,3255,125.70,3518,119.00,49572,50.00,0,0.00,15,20,25,29,30,47
1723,2017-07-01,LOTTO,19,26,16,25,12,6,48,0,0.00,1,346424.00,100,2862.90,179,2928.30,5286,90.30,4771,102.20,80579,50.00,0,0.00,6,12,16,19,25,26
1724,2017-07-05,LOTTO,44,16,29,32,30,37,10,1,6141825.90,1,318412.80,37,7112.00,111,4340.30,2200,119.30,3614,123.90,43653,50.00,0,0.00,16,29,30,32,37,44
1725,2017-07-08,LOTTO,5,40,33,38,45,36,27,0,0.00,0,0.00,44,14620.20,132,4037.30,3300,146.90,4214,117.60,57538,50.00,0,0.00,5,33,36,38,40,45
1726,2017-07-12,LOTTO,35,33,31,40,24,1,4,0,0.00,0,0.00,25,20271.10,119,3527.90,2302,156.90,3975,98.20,44747,50.00,0,0.00,1,24,31,33,35,40
1727,2017-07-15,LOTTO,46,17,13,26,48,30,34,0,0.00,1,373938.10,55,5618.70,134,4222.30,2838,181.30,4019,131.00,54616,50.00,0,0.00,13,17,26,30,46,48
1728,2017-07-19,LOTTO,8,9,38,16,52,26,0,0,0.00,1,230530.10,77,2474.20,165,2114.00,3666,86.60,3803,85.20,55833,50.00,0,0.00,8,9,16,26,38,52
1729,2017-07-22,LOTTO,31,27,11,30,13,45,46,0,0.00,0,0.00,60,10565.20,147,3572.40,3370,141.70,3529,138.40,58454,50.00,0,0.00,11,13,27,30,31,45
1730,2017-07-26,LOTTO,23,9,24,49,10,38,5,1,17527655.10,1,316095.10,60,4353.80,125,3826.20,2608,166.80,4209,105.70,48321,50.00,0,0.00,9,10,23,24,38,49
1731,2017-07-29,LOTTO,26,49,16,25,35,19,48,0,0.00,0,0.00,69,9598.90,167,3285.60,3663,136.30,4178,122.10,62786,50.00,0,0.00,16,19,25,26,35,49
1732,2017-08-02,LOTTO,31,49,8,39,29,12,17,0,0.00,1,98139.10,43,3969.30,119,1792.80,2209,162.20,3294,94.60,41688,50.00,37203,20.00,8,12,29,31,39,49
1733,2017-08-05,LOTTO,31,45,6,39,7,33,14,0,0.00,3,38870.60,31,6542.00,113,2243.40,2430,175.30,3442,107.50,49531,50.00,38129,20.00,6,7,31,33,39,45
1734,2017-08-09,LOTTO,46,1,20,27,32,10,8,0,0.00,1,76079.60,32,4134.80,72,2297.00,1857,149.60,2793,86.50,35367,50.00,30439,20.00,1,10,20,27,32,46
1735,2017-08-12,LOTTO,24,46,34,40,41,38,9,0,0.00,0,0.00,30,10093.90,83,2895.60,2067,195.30,3073,114.20,42127,50.00,34180,20.00,24,34,38,40,41,46
1736,2017-08-16,LOTTO,50,49,31,28,39,22,21,0,0.00,1,97450.70,24,6626.80,65,3058.50,1666,200.50,2150,135.00,33037,50.00,25416,20.00,22,28,31,39,49,50
1737,2017-08-19,LOTTO,42,13,47,33,23,51,52,0,0.00,2,59036.30,58,3540.40,131,1959.40,2716,158.80,3067,122.20,48978,50.00,33074,20.00,13,23,33,42,47,51
1738,2017-08-23,LOTTO,27,7,40,1,26,6,10,1,25448845.90,2,42678.30,43,3452.30,113,1642.10,2326,134.00,3777,71.70,44296,50.00,38599,20.00,1,6,7,26,27,40
1739,2017-08-26,LOTTO,36,28,34,25,1,49,14,0,0.00,0,0.00,30,10727.50,105,2432.50,2284,187.90,3267,114.10,48006,50.00,36050,20.00,1,25,28,34,36,49
1740,2017-08-30,LOTTO,32,35,10,33,39,42,31,1,6586613.80,0,0.00,30,8220.30,126,1553.40,1909,172.20,3321,86.10,37642,50.00,27102,20.00,10,32,33,35,39,42
1741,2017-09-02,LOTTO,30,25,3,4,1,21,41,0,0.00,1,113943.10,63,3145.40,119,2081.50,3582,116.20,3389,106.70,67007,50.00,37593,20.00,1,3,4,21,25,30
1742,2017-09-06,LOTTO,24,51,1,44,7,29,23,0,0.00,1,100400.80,27,6467.10,86,2537.90,1766,207.60,2370,134.50,39895,50.00,29762,20.00,1,7,24,29,44,51
1743,2017-09-09,LOTTO,35,16,27,51,9,37,400,0,0.00,0,0.00,58,5214.30,99,2424.50,2666,151.30,3089,113.40,47006,50.00,34105,20.00,9,16,27,35,37,51
1744,2017-09-13,LOTTO,49,19,4,21,10,31,350,0,0.00,0,0.00,53,4110.60,92,1879.40,2311,125.60,2886,87.60,42552,50.00,29386,20.00,4,10,19,21,31,49
1745,2017-09-16,LOTTO,37,2,7,10,33,44,11,1,16010159.70,2,50069.00,60,2902.50,164,1327.40,2840,128.80,4521,68.80,51758,50.00,48273,20.00,2,7,10,33,37,44
1746,2017-09-20,LOTTO,22,7,34,37,3,24,44,0,0.00,0,0.00,42,4403.90,80,1835.00,2375,103.90,2633,81.30,40572,50.00,27764,20.00,3,7,22,24,34,37
1747,2017-09-23,LOTTO,2,33,43,19,31,52,22,0,0.00,2,53540.90,29,6421.70,97,2399.80,1914,204.30,3148,108.00,41018,50.00,36738,20.00,2,19,31,33,43,52
1748,2017-09-27,LOTTO,44,11,16,8,10,35,52,0,0.00,0,0.00,36,5865.60,62,2703.10,2029,138.70,1874,130.50,40469,50.00,21197,20.00,8,10,11,16,35,44
1749,2017-09-30,LOTTO,19,24,7,51,11,25,26,0,0.00,0,0.00,74,3834.70,160,1407.60,3663,103.30,4546,72.30,64674,50.00,42190,20.00,7,11,19,24,25,51
1750,2017-10-04,LOTTO,33,38,27,35,25,1,12,0,0.00,4,25182.10,27,6488.00,109,2008.90,2384,154.30,3283,97.40,47561,50.00,37280,20.00,1,25,27,33,35,38
1751,2017-10-07,LOTTO,43,18,50,29,22,32,25,0,0.00,1,128735.00,49,4569.10,145,1930.00,2820,166.70,3904,104.70,52505,50.00,40453,20.00,18,22,29,32,43,50
1752,2017-10-11,LOTTO,28,24,5,42,15,49,41,0,0.00,0,0.00,43,6808.30,81,2868.50,2294,170.20,2600,130.50,45211,50.00,29245,20.00,5,15,24,28,42,49
1753,2017-10-14,LOTTO,21,33,22,5,1,44,16,0,0.00,2,60933.30,57,3718.30,134,1977.10,3496,127.30,4499,86.00,61659,50.00,47065,20.00,1,5,21,22,33,44
1754,2017-10-18,LOTTO,23,45,38,9,43,25,18,0,0.00,3,32901.60,52,3301.10,131,1638.00,2546,141.60,3793,82.50,45657,50.00,39032,20.00,9,23,25,38,43,45
1755,2017-10-21,LOTTO,37,36,20,23,442,7,24,0,0.00,1,127465.70,42,5278.10,141,1965.20,2757,168.90,3850,105.10,56349,50.00,45448,20.00,7,20,23,36,37,442
1756,2017-10-25,LOTTO,18,5,39,14,52,32,17,0,0.00,0,0.00,50,6750.10,98,2733.30,2391,188.20,3172,123.30,48448,50.00,39087,20.00,5,14,18,32,39,52
1757,2017-10-28,LOTTO,46,6,19,38,45,1,50,0,0.00,0,0.00,58,6860.50,122,2588.50,3310,160.30,3695,124.80,63908,50.00,40829,20.00,1,6,19,38,45,46
1758,2017-11-01,LOTTO,28,12,3,47,42,43,23,0,0.00,0,0.00,43,8699.80,112,2650.90,2407,207.20,3857,112.40,50667,50.00,43929,20.00,3,12,28,42,43,47
1759,2017-11-04,LOTTO,11,5,38,25,49,32,41,1,50795986.30,1,155689.80,90,3008.50,155,2183.60,4059,140.10,4780,103.40,73709,50.00,50276,20.00,5,11,25,32,38,49
1760,2017-11-08,LOTTO,24,47,39,51,1,38,31,0,0.00,1,90743.10,21,7515.00,45,4383.70,1362,243.20,1706,168.70,28314,50.00,22293,20.00,1,24,38,39,47,51
1761,2017-11-11,LOTTO,28,3,30,21,46,51,42,1,6251034.20,0,0.00,31,9384.40,84,2748.60,1780,217.90,2510,134.30,38026,50.00,28700,20.00,3,21,28,30,46,51
1762,2017-11-15,LOTTO,22,37,2,49,42,36,16,0,0.00,0,0.00,29,7133.90,75,2189.30,1439,191.70,2400,99.90,30529,50.00,24334,20.00,2,22,36,37,42,49
1763,2017-11-18,LOTTO,3,52,39,36,43,38,47,0,0.00,0,0.00,29,9512.20,81,2702.90,1707,215.50,2336,136.80,36222,50.00,27388,20.00,3,36,38,39,43,52
1764,2017-11-22,LOTTO,48,3,29,25,26,16,45,0,0.00,1,69940.90,26,4678.40,51,2981.20,1557,164.10,1661,133.70,30224,50.00,18876,20.00,3,16,25,26,29,48
1765,2017-11-25,LOTTO,44,35,7,2,25,51,29,0,0.00,2,52259.40,38,4783.50,86,2642.10,2294,166.40,2952,112.40,44456,50.00,32318,20.00,2,7,25,35,44,51
1766,2017-11-29,LOTTO,32,41,20,39,26,34,10,0,0.00,0,0.00,37,6842.00,100,2009.10,1952,172.90,2783,105.40,38842,50.00,31063,20.00,20,26,32,34,39,41
1767,2017-12-02,LOTTO,51,24,43,13,50,25,28,0,0.00,1,123418.10,35,6132.50,80,3353.80,1979,227.80,2752,142.30,42432,50.00,32944,20.00,13,24,25,43,50,51
1768,2017-12-06,LOTTO,5,49,24,18,17,7,39,0,0.00,1,75959.50,52,2540.50,80,2064.10,2510,110.50,2780,86.70,47893,50.00,29334,20.00,5,7,17,18,24,49
1769,2017-12-09,LOTTO,41,23,38,34,18,26,7,0,0.00,2,52474.50,67,2724.20,144,1584.40,2944,130.20,3798,87.70,48003,50.00,39486,20.00,18,23,26,34,38,41
1770,2017-12-13,LOTTO,47,25,12,8,32,35,52,0,0.00,1,88447.40,40,3845.50,72,2670.50,2248,143.70,2332,120.40,38689,50.00,24651,20.00,8,12,25,32,35,47
1771,2017-12-16,LOTTO,22,42,11,2,17,18,23,0,0.00,0,0.00,51,5184.50,125,1678.80,3273,107.70,4140,47.00,61101,50.00,42326,20.00,2,11,17,18,22,42
1772,2017-12-20,LOTTO,10,16,14,27,29,52,4,0,0.00,3,29179.10,30,5074.60,91,2091.10,1789,178.70,2911,95.50,36936,50.00,32189,20.00,10,14,16,27,29,52
1773,2017-12-23,LOTTO,19,39,6,41,8,24,12,0,0.00,0,0.00,62,7098.20,220,1587.60,3908,150.20,6641,76.80,76406,50.00,66973,20.00,6,8,19,24,39,41
1774,2017-12-27,LOTTO,48,3,42,49,20,10,31,0,0.00,6,16851.60,35,5024.20,98,2243.00,2239,164.80,2900,110.60,43058,50.00,31166,20.00,3,10,20,42,48,49
1775,2017-12-30,LOTTO,28,2,34,33,23,46,3,0,0.00,2,74137.80,66,3907.10,135,2387.70,3100,174.70,4400,107.00,63038,50.00,51277,20.00,2,23,28,33,34,46
1776,2018-01-03,LOTTO,24,37,3,35,31,43,39,0,0.00,2,61413.50,40,5340.30,117,2282.20,2689,166.80,3885,100.30,52772,50.00,39169,20.00,3,24,31,35,37,43
1777,2018-01-06,LOTTO,39,34,31,33,44,43,38,0,0.00,1,143815.10,89,2810.30,207,1510.30,3668,143.20,4673,97.70,65557,50.00,47141,20.00,31,33,34,39,43,44
1778,2018-01-10,LOTTO,23,49,31,45,41,47,19,0,0.00,1,141738.10,65,3792.30,196,1572.10,3050,169.80,4317,104.20,53530,50.00,47199,20.00,23,31,41,45,47,49
1779,2018-01-13,LOTTO,50,46,48,27,10,29,32,0,0.00,1,188574.20,55,5962.80,157,2611.10,3179,216.60,4738,126.30,66793,50.00,50922,20.00,10,27,29,46,48,50
